0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Bare forms Case Singular Plural  Nominative  easna  easnacha  Vocative  a easna  a easnacha  Genitive  easna  easnacha  Dative  easna  easnacha,Case,Singular,Plural,Nominative,easna,easnacha,Vocative,a easna,a easnacha,Genitive,easna,easnacha,Dative,easna,easnacha,Forms with the definite article Case Singular Plural  Nominative  an easna  na heasnacha  Genitive  na heasna  na n-easnacha  Dative  leis an easna don easna  leis na heasnacha,Case,Singular,Plural,Nominative,an easna,na heasnacha,Genitive,na heasna,na n-easnacha,Dative,leis an easna don easna,leis na heasnacha
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,easna,easnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a easna,a easnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,easna,easnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,easna,easnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an easna,na heasnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na heasna,na n-easnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an easna don easna,leis na heasnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,easna,easnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a easna,a easnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,easna,easnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,easna,easnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an easna,na heasnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na heasna,na n-easnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an easna don easna,leis na heasnacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare forms Case Singular Plural  Nominative  easna  easnaí  Vocative  a easna  a easnaí  Genitive  easna  easnaí  Dative  easna  easnaí,Case,Singular,Plural,Nominative,easna,easnaí,Vocative,a easna,a easnaí,Genitive,easna,easnaí,Dative,easna,easnaí,Forms with the definite article Case Singular Plural  Nominative  an easna  na heasnaí  Genitive  na heasna  na n-easnaí  Dative  leis an easna don easna  leis na heasnaí,Case,Singular,Plural,Nominative,an easna,na heasnaí,Genitive,na heasna,na n-easnaí,Dative,leis an easna don easna,leis na heasnaí
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,easna,easnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a easna,a easnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,easna,easnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,easna,easnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an easna,na heasnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na heasna,na n-easnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an easna don easna,leis na heasnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,easna,easnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a easna,a easnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,easna,easnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,easna,easnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an easna,na heasnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na heasna,na n-easnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an easna don easna,leis na heasnaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare forms Case Singular Plural  Nominative  easna  easnaíocha  Vocative  a easna  a easnaíocha  Genitive  easna  easnaíocha  Dative  easna  easnaíocha,Case,Singular,Plural,Nominative,easna,easnaíocha,Vocative,a easna,a easnaíocha,Genitive,easna,easnaíocha,Dative,easna,easnaíocha,Forms with the definite article Case Singular Plural  Nominative  an easna  na heasnaíocha  Genitive  na heasna  na n-easnaíocha  Dative  leis an easna don easna  leis na heasnaíocha,Case,Singular,Plural,Nominative,an easna,na heasnaíocha,Genitive,na heasna,na n-easnaíocha,Dative,leis an easna don easna,leis na heasnaíocha
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,easna,easnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a easna,a easnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,easna,easnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,easna,easnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an easna,na heasnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na heasna,na n-easnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an easna don easna,leis na heasnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,easna,easnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a easna,a easnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,easna,easnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,easna,easnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an easna,na heasnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na heasna,na n-easnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an easna don easna,leis na heasnaíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish mutation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radical,Eclipsis,with h-prothesis,with t-prothesis,,,,,,,,,,,,,,,,,,,,,,,,,
easna,n-easna,heasna,t-easna,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
